job_title,category,salary
Actor,Media / Broadcasting / Arts / Entertainment,125700
Art Administrator,Media / Broadcasting / Arts / Entertainment,102020
Art Director,Media / Broadcasting / Arts / Entertainment,119900
Art Lead,Media / Broadcasting / Arts / Entertainment,115400
Associate Media Director,Media / Broadcasting / Arts / Entertainment,108340
Associate Producer,Media / Broadcasting / Arts / Entertainment,136100
Broadcast and Sound Engineer,Media / Broadcasting / Arts / Entertainment,84800
Broadcast Associate,Media / Broadcasting / Arts / Entertainment,66840
Broadcast News Analyst,Media / Broadcasting / Arts / Entertainment,95620
Broadcast Technician,Media / Broadcasting / Arts / Entertainment,56880
Broadcasting Journalist,Media / Broadcasting / Arts / Entertainment,114000
Broadcasting Presenter,Media / Broadcasting / Arts / Entertainment,125100
Camera Equipment Repairer,Media / Broadcasting / Arts / Entertainment,61780
Camera Operator,Media / Broadcasting / Arts / Entertainment,56460
Cartoonist / Animator,Media / Broadcasting / Arts / Entertainment,92900
CAS Engineer,Media / Broadcasting / Arts / Entertainment,97060
Censorship Executive,Media / Broadcasting / Arts / Entertainment,111700
Choreographer,Media / Broadcasting / Arts / Entertainment,79500
Colorist,Media / Broadcasting / Arts / Entertainment,48640
Communications Manager,Media / Broadcasting / Arts / Entertainment,143200
Correspondent,Media / Broadcasting / Arts / Entertainment,104620
Dance Director,Media / Broadcasting / Arts / Entertainment,94900
Dancer,Media / Broadcasting / Arts / Entertainment,83020
Director of Photography,Media / Broadcasting / Arts / Entertainment,102160
Disc Jockey,Media / Broadcasting / Arts / Entertainment,62420
Editorial Assistant,Media / Broadcasting / Arts / Entertainment,51340
Events Manager,Media / Broadcasting / Arts / Entertainment,91520
Graphic Designer,Media / Broadcasting / Arts / Entertainment,64920
Illustrator,Media / Broadcasting / Arts / Entertainment,69260
Industrial Designer,Media / Broadcasting / Arts / Entertainment,59940
Instructional Designer,Media / Broadcasting / Arts / Entertainment,60180
Journalist,Media / Broadcasting / Arts / Entertainment,115520
Makeup Artist,Media / Broadcasting / Arts / Entertainment,62460
Media Design Manager,Media / Broadcasting / Arts / Entertainment,172200
Media Equipment Operator,Media / Broadcasting / Arts / Entertainment,54700
Media Operations Manager,Media / Broadcasting / Arts / Entertainment,127700
Media Planner,Media / Broadcasting / Arts / Entertainment,92880
Media Producer,Media / Broadcasting / Arts / Entertainment,119900
Media Product Development Manager,Media / Broadcasting / Arts / Entertainment,159400
Media Production Manager,Media / Broadcasting / Arts / Entertainment,168100
Media Program Director,Media / Broadcasting / Arts / Entertainment,183600
Media Relation Executive,Media / Broadcasting / Arts / Entertainment,180300
Media Relations Manager,Media / Broadcasting / Arts / Entertainment,168100
Media Sales Manager,Media / Broadcasting / Arts / Entertainment,180300
Movement and Dance Coordinator,Media / Broadcasting / Arts / Entertainment,102460
Multimedia Coordinator,Media / Broadcasting / Arts / Entertainment,63700
Multimedia Designer,Media / Broadcasting / Arts / Entertainment,66140
Music Consultant,Media / Broadcasting / Arts / Entertainment,90980
Musician,Media / Broadcasting / Arts / Entertainment,68360
News Associate,Media / Broadcasting / Arts / Entertainment,89960
News Reporter,Media / Broadcasting / Arts / Entertainment,119500
Post Production Assistant,Media / Broadcasting / Arts / Entertainment,61400
Producer,Media / Broadcasting / Arts / Entertainment,152000
Product Designer,Media / Broadcasting / Arts / Entertainment,65940
Product Planner,Media / Broadcasting / Arts / Entertainment,83760
Production Artist,Media / Broadcasting / Arts / Entertainment,83100
Production Assistant,Media / Broadcasting / Arts / Entertainment,60480
Production Director,Media / Broadcasting / Arts / Entertainment,128900
Production Technician,Media / Broadcasting / Arts / Entertainment,57320
Program Researcher,Media / Broadcasting / Arts / Entertainment,106440
Promotion Coordinator,Media / Broadcasting / Arts / Entertainment,80920
Sound Engineer,Media / Broadcasting / Arts / Entertainment,85460
Sound Engineering Technician,Media / Broadcasting / Arts / Entertainment,48920
Stage Technician,Media / Broadcasting / Arts / Entertainment,50240
Sub Editor,Media / Broadcasting / Arts / Entertainment,57320
Television Executive Producer,Media / Broadcasting / Arts / Entertainment,183600
Transmission Engineer,Media / Broadcasting / Arts / Entertainment,91520
Video Editor,Media / Broadcasting / Arts / Entertainment,73820
Video Producer,Media / Broadcasting / Arts / Entertainment,90660
Videographer,Media / Broadcasting / Arts / Entertainment,83400
Visual Designer,Media / Broadcasting / Arts / Entertainment,93140
Assistant Yard Manager,Oil / Gas / Energy / Mining,87040
Associate Analyst,Oil / Gas / Energy / Mining,103840
Associate Landman,Oil / Gas / Energy / Mining,44140
Auxiliary Equipment Operator,Oil / Gas / Energy / Mining,38340
Biomass Plant Technician,Oil / Gas / Energy / Mining,44780
Biomass Power Plant Manager,Oil / Gas / Energy / Mining,138200
Chemical Plant Operator,Oil / Gas / Energy / Mining,73020
Chief Contract Compliance Engineer,Oil / Gas / Energy / Mining,103900
Completions Engineer,Oil / Gas / Energy / Mining,91580
Cost Controller,Oil / Gas / Energy / Mining,65800
Cost Engineer,Oil / Gas / Energy / Mining,96720
Crude Oil Marketing Representative,Oil / Gas / Energy / Mining,107820
Dispatcher,Oil / Gas / Energy / Mining,40640
Distribution Manager,Oil / Gas / Energy / Mining,139100
Dragline Operator,Oil / Gas / Energy / Mining,47180
Driller Offsider,Oil / Gas / Energy / Mining,34120
Dump Truck Driver,Oil / Gas / Energy / Mining,35420
Electric and Gas Operations Manager,Oil / Gas / Energy / Mining,225300
Energy Advisor,Oil / Gas / Energy / Mining,152000
Energy Analyst,Oil / Gas / Energy / Mining,128900
Energy Auditor,Oil / Gas / Energy / Mining,125100
Energy Dispatch Director,Oil / Gas / Energy / Mining,164200
Energy Technical Assistant,Oil / Gas / Energy / Mining,58440
Energy Technical Manager,Oil / Gas / Energy / Mining,111240
Energy Technical Support Manager,Oil / Gas / Energy / Mining,123400
Energy Technical Trainer,Oil / Gas / Energy / Mining,85460
Engineering Geologist,Oil / Gas / Energy / Mining,161600
Exploration Manager,Oil / Gas / Energy / Mining,161300
Field Safety Auditor,Oil / Gas / Energy / Mining,104620
Fluids Engineer,Oil / Gas / Energy / Mining,97060
Fuel Cell Engineer,Oil / Gas / Energy / Mining,97460
Fuel Cell Technician,Oil / Gas / Energy / Mining,52460
Fuels Handler,Oil / Gas / Energy / Mining,47120
Gas Compressor Operator,Oil / Gas / Energy / Mining,41660
Gas Distribution Plant Operator,Oil / Gas / Energy / Mining,80800
Gas Supply Manager,Oil / Gas / Energy / Mining,148300
Geologist,Oil / Gas / Energy / Mining,167100
Geophysicist,Oil / Gas / Energy / Mining,167100
Geothermal Production Manager,Oil / Gas / Energy / Mining,158700
Geothermal Technician,Oil / Gas / Energy / Mining,68400
HSE Engineer,Oil / Gas / Energy / Mining,97300
HSE Officer,Oil / Gas / Energy / Mining,57620
HSE Supervisor,Oil / Gas / Energy / Mining,69260
HSEQ Administrator,Oil / Gas / Energy / Mining,68580
Inspector,Oil / Gas / Energy / Mining,89960
Instructor,Oil / Gas / Energy / Mining,75220
Instrument Designer,Oil / Gas / Energy / Mining,76440
Lead Technical Field Advisor,Oil / Gas / Energy / Mining,123400
Logistics and Tool Coordinator,Oil / Gas / Energy / Mining,82920
Maintenance Engineer,Oil / Gas / Energy / Mining,94400
Maintenance Superintendent,Oil / Gas / Energy / Mining,86640
Material Controller,Oil / Gas / Energy / Mining,66140
Mine Engineer,Oil / Gas / Energy / Mining,95720
Mine Surveyor,Oil / Gas / Energy / Mining,102380
Mining Project Administrator,Oil / Gas / Energy / Mining,80020
Mining Project Assistant,Oil / Gas / Energy / Mining,64180
Mining Project Controls Consultant,Oil / Gas / Energy / Mining,111460
Mining Project Coordinator,Oil / Gas / Energy / Mining,89800
Mining Project Engineer,Oil / Gas / Energy / Mining,93220
Mining Project Manager,Oil / Gas / Energy / Mining,127700
Mining Site Manager,Oil / Gas / Energy / Mining,130400
Mining Team Leader,Oil / Gas / Energy / Mining,99920
NDT Technician,Oil / Gas / Energy / Mining,58860
Oil Service Unit Operator,Oil / Gas / Energy / Mining,51100
Oil Trader,Oil / Gas / Energy / Mining,120040
Oilwell Pumper,Oil / Gas / Energy / Mining,38180
Petroleum Engineer ,Oil / Gas / Energy / Mining,107380
Petroleum Geologist,Oil / Gas / Energy / Mining,169000
Petroleum Pump System Operator,Oil / Gas / Energy / Mining,56140
Petroleum Technician,Oil / Gas / Energy / Mining,57820
Pipeline Technician,Oil / Gas / Energy / Mining,36940
Power Coordinator,Oil / Gas / Energy / Mining,61180
Power Plant Operations Manager,Oil / Gas / Energy / Mining,192600
Power Plant Operator,Oil / Gas / Energy / Mining,77640
Radio Operator,Oil / Gas / Energy / Mining,43480
Reliability Engineer,Oil / Gas / Energy / Mining,90980
Reservoir Engineer,Oil / Gas / Energy / Mining,93140
Risk Analyst,Oil / Gas / Energy / Mining,115080
Roughneck,Oil / Gas / Energy / Mining,92720
Scaffolder,Oil / Gas / Energy / Mining,62860
Shutdown Engineer,Oil / Gas / Energy / Mining,78400
Solar Energy Installation Manager,Oil / Gas / Energy / Mining,136200
Solar Energy Systems Engineer,Oil / Gas / Energy / Mining,102380
Solar Photovoltaic Installer,Oil / Gas / Energy / Mining,63700
Solar Thermal Technician,Oil / Gas / Energy / Mining,59380
Supply Operations Manager,Oil / Gas / Energy / Mining,158700
Sustainability Specialist,Oil / Gas / Energy / Mining,159100
System Development Advisor,Oil / Gas / Energy / Mining,110500
Tanker Truck Driver,Oil / Gas / Energy / Mining,36580
Utility Operator,Oil / Gas / Energy / Mining,51400
Wind Energy Project Manager,Oil / Gas / Energy / Mining,125700
Animal Breeder,Pet Care,97880
Animal Care Worker,Pet Care,60920
Animal Caretaker,Pet Care,63040
Animal Control Officer,Pet Care,69240
Animal Health Technician,Pet Care,73020
Animal Keeper,Pet Care,69260
Animal Scientist,Pet Care,142300
Kennel Attendant,Pet Care,60340
Kennel Technician,Pet Care,57440
Pet Sitter,Pet Care,55220
Veterinarian,Pet Care,118260
Veterinary Assistant,Pet Care,84740
Veterinary Office Manager,Pet Care,136100
Veterinary Receptionist,Pet Care,56640
Veterinary Technician,Pet Care,90980
Zoo Keeper,Pet Care,83060
Zoo Veterinarian,Pet Care,127700
Assistant Pharmacist,Pharmaceutical and Biotechnology,91560
Assistant Pharmacy Director,Pharmaceutical and Biotechnology,172200
Associate Medical Affairs Director,Pharmaceutical and Biotechnology,228000
Bioinformatics Scientist,Pharmaceutical and Biotechnology,201100
Bioinformatics Technician,Pharmaceutical and Biotechnology,90540
Biological Scientist,Pharmaceutical and Biotechnology,225300
Biological Technician,Pharmaceutical and Biotechnology,93340
Biomedical Engineer,Pharmaceutical and Biotechnology,87640
Biomedical Engineering Director,Pharmaceutical and Biotechnology,167100
Biostatistician,Pharmaceutical and Biotechnology,146200
Biotechnologist ,Pharmaceutical and Biotechnology,137400
Biotechnology Lead Data Manager,Pharmaceutical and Biotechnology,105080
Chemical Process Technician,Pharmaceutical and Biotechnology,96680
Clinical Consultant,Pharmaceutical and Biotechnology,130400
Clinical Data Manager,Pharmaceutical and Biotechnology,137400
Clinical Data Specialist,Pharmaceutical and Biotechnology,123400
Clinical Informatics Specialist,Pharmaceutical and Biotechnology,106360
Clinical Operations Manager,Pharmaceutical and Biotechnology,192000
Clinical Pharmacist,Pharmaceutical and Biotechnology,127700
Clinical Pharmacy Specialist,Pharmaceutical and Biotechnology,158700
Clinical Programmer,Pharmaceutical and Biotechnology,72360
Clinical Project Manager,Pharmaceutical and Biotechnology,123400
Clinical Research Associate,Pharmaceutical and Biotechnology,119700
Clinical Research Manager,Pharmaceutical and Biotechnology,189300
Clinical Study Manager,Pharmaceutical and Biotechnology,172200
Compliance Specialist,Pharmaceutical and Biotechnology,143200
Cytology Laboratory Technologist,Pharmaceutical and Biotechnology,115080
Cytotechnologist,Pharmaceutical and Biotechnology,111920
GCP Auditor,Pharmaceutical and Biotechnology,117520
Hospital Pharmacy Technician,Pharmaceutical and Biotechnology,98140
Manufacturing Engineer,Pharmaceutical and Biotechnology,116180
Medical Affairs Director,Pharmaceutical and Biotechnology,209700
Medical Representative ,Pharmaceutical and Biotechnology,91660
Medical Science Liaison,Pharmaceutical and Biotechnology,152300
Molecular and Cellular Biologist,Pharmaceutical and Biotechnology,232900
Nuclear Pharmacist,Pharmaceutical and Biotechnology,139100
Pharmaceutical Manager,Pharmaceutical and Biotechnology,227600
Pharmaceutical Manufacturing Lead,Pharmaceutical and Biotechnology,254800
Pharmaceutical Operations Excellence Manager,Pharmaceutical and Biotechnology,221500
Pharmaceutical Process Engineer,Pharmaceutical and Biotechnology,115400
Pharmaceutical Production Assistant Manager,Pharmaceutical and Biotechnology,154700
Pharmaceutical Project Manager,Pharmaceutical and Biotechnology,134600
Pharmaceutical Quality Auditor,Pharmaceutical and Biotechnology,152000
Pharmaceutical Regulatory Affairs Assistant,Pharmaceutical and Biotechnology,111240
Pharmaceutical Regulatory Affairs Manager,Pharmaceutical and Biotechnology,150000
Pharmaceutical Regulatory Affairs Specialist,Pharmaceutical and Biotechnology,116780
Pharmaceutical Representative,Pharmaceutical and Biotechnology,87040
Pharmaceutical Research Associate,Pharmaceutical and Biotechnology,137400
Pharmaceutical Research Scientist,Pharmaceutical and Biotechnology,192600
Pharmaceutical Researcher,Pharmaceutical and Biotechnology,200000
Pharmaceutical Sales and Marketing Manager,Pharmaceutical and Biotechnology,172200
Pharmaceutical Sales Manager,Pharmaceutical and Biotechnology,201100
Pharmaceutical Sales Representative,Pharmaceutical and Biotechnology,89120
Pharmaceutical Supply Chain Manager,Pharmaceutical and Biotechnology,215100
Pharmaceutical Team Leader,Pharmaceutical and Biotechnology,143200
Pharmaceutical Technologist,Pharmaceutical and Biotechnology,107820
Pharmacist,Pharmaceutical and Biotechnology,129000
Pharmacy Aide,Pharmaceutical and Biotechnology,87940
Pharmacy Manager,Pharmaceutical and Biotechnology,194600
Pharmacy Stock Controller,Pharmaceutical and Biotechnology,77120
Pharmacy Technician,Pharmaceutical and Biotechnology,73800
Records Management Coordinator,Pharmaceutical and Biotechnology,72420
Shift Encapsulator,Pharmaceutical and Biotechnology,78160
Staff Pharmacist,Pharmaceutical and Biotechnology,129000
Assistant Photographer,Photography,55140
Mini-Lab Operator,Photography,58720
Photo Editor,Photography,63400
Photo Research Manager,Photography,116420
Photo Retoucher,Photography,66680
Photographer,Photography,77400
Photography Production Supervisor,Photography,104060
Studio Manager,Photography,109340
Communications Associate,Public Relations,55940
Communications Project Manager,Public Relations,125100
Communications Specialist,Public Relations,61780
Director of Communications,Public Relations,146200
Government Relations Officer,Public Relations,102020
Head of Communications,Public Relations,151800
Head of Public Relations,Public Relations,167100
Investor Relations Officer,Public Relations,104920
Marketing Communications Executive,Public Relations,138200
Media Relations Specialist,Public Relations,136100
Meetings Coordinator,Public Relations,45580
Public Relations Executive,Public Relations,136200
Public Relations Manager,Public Relations,152000
Public Relations Officer,Public Relations,61580
Public Relations Practitioner,Public Relations,73800
Public Relations Specialist,Public Relations,66100
Relationship Management Officer,Public Relations,52460
Advertising Copywriter,Publishing and Printing,90620
Art Director,Publishing and Printing,105880
Art Supervisor,Publishing and Printing,90980
Artist,Publishing and Printing,91840
Assistant Editor,Publishing and Printing,73800
Associate Content Management Specialist,Publishing and Printing,93140
Associate Editor,Publishing and Printing,83300
Binder and Finisher,Publishing and Printing,44140
Bindery Supervisor,Publishing and Printing,55820
Circulations Director,Publishing and Printing,143200
Color Matcher,Publishing and Printing,53600
Color Technician,Publishing and Printing,48940
Commissioning Editor,Publishing and Printing,82480
Communications Editor,Publishing and Printing,79240
Content Copywriter,Publishing and Printing,90620
Content Management Assistant,Publishing and Printing,79240
Content Publisher,Publishing and Printing,78160
Content Writer,Publishing and Printing,96600
CopyWriter,Publishing and Printing,96340
Corporate Print Center Specialist,Publishing and Printing,71700
Curator,Publishing and Printing,75220
DTP Operator,Publishing and Printing,77620
Editor,Publishing and Printing,88020
Electronic Publisher,Publishing and Printing,97460
Fashion Subeditor,Publishing and Printing,87640
Media Design Manager,Publishing and Printing,159100
Media Planner,Publishing and Printing,102460
Photographer,Publishing and Printing,71280
Planning and Supply Manager,Publishing and Printing,180300
Print Production Coordinator,Publishing and Printing,83420
Print Production Manager,Publishing and Printing,161300
Printing Press Operator,Publishing and Printing,69240
Production Editor,Publishing and Printing,83020
Proofreader,Publishing and Printing,82920
Publisher,Publishing and Printing,95720
Publishing and Printing Coordinator,Publishing and Printing,73820
Publishing and Printing Manager,Publishing and Printing,169000
Publishing and Printing Supervisor,Publishing and Printing,136200
Publishing Specialist,Publishing and Printing,104500
Reporter,Publishing and Printing,116380
Technical Writer,Publishing and Printing,88480
Technical Writing Manager,Publishing and Printing,136200
Asset Management Associate,Purchasing and Inventory,88480
Asset Protection Associate,Purchasing and Inventory,86800
Asset Protection Specialist,Purchasing and Inventory,97460
Assistant Buyer,Purchasing and Inventory,86460
Buyer,Purchasing and Inventory,136100
Capacity Planner,Purchasing and Inventory,103440
Category Leader,Purchasing and Inventory,93660
Category Management Specialist,Purchasing and Inventory,103200
Category Manager,Purchasing and Inventory,111900
Channel Services Representative,Purchasing and Inventory,96960
Contracts Manager,Purchasing and Inventory,118800
Contracts Specialist,Purchasing and Inventory,92720
Demand Planner,Purchasing and Inventory,107680
Demand Planning Manager,Purchasing and Inventory,124400
Distribution Assistant,Purchasing and Inventory,80520
Distribution Associate,Purchasing and Inventory,80800
Distribution Manager,Purchasing and Inventory,172400
Inventory Analyst,Purchasing and Inventory,95620
Inventory Control Clerk,Purchasing and Inventory,52460
Inventory Control Manager,Purchasing and Inventory,124400
Inventory Management Associate,Purchasing and Inventory,94380
Inventory Specialist,Purchasing and Inventory,92240
Logistics Engineer,Purchasing and Inventory,88580
Master Planner,Purchasing and Inventory,87640
Material Handler,Purchasing and Inventory,57900
Material Planning Specialist,Purchasing and Inventory,79600
Merchandise Manager,Purchasing and Inventory,110380
Procurement Administrator,Purchasing and Inventory,113700
Procurement Agent,Purchasing and Inventory,72540
Procurement Analyst,Purchasing and Inventory,115740
Procurement Assistant,Purchasing and Inventory,68580
Procurement Associate,Purchasing and Inventory,95980
Procurement Clerk,Purchasing and Inventory,46840
Procurement Engineer,Purchasing and Inventory,93280
Procurement Manager,Purchasing and Inventory,185100
Procurement Officer,Purchasing and Inventory,44300
Procurement Process Analyst,Purchasing and Inventory,111000
Procurement Specialist,Purchasing and Inventory,90900
Production Planner,Purchasing and Inventory,102720
Project Buyer,Purchasing and Inventory,118260
Purchaser,Purchasing and Inventory,146200
Purchasing Agent,Purchasing and Inventory,79120
Purchasing Assistant,Purchasing and Inventory,50560
Purchasing Manager,Purchasing and Inventory,183600
Purchasing Officer,Purchasing and Inventory,88620
Purchasing Supervisor,Purchasing and Inventory,119900
Shipping and Receiving Clerk,Purchasing and Inventory,45260
Shipping Coordinator,Purchasing and Inventory,85760
Stock Clerk,Purchasing and Inventory,48760
Stock Regulator,Purchasing and Inventory,56640
Storage Manager,Purchasing and Inventory,115380
Store Keeper,Purchasing and Inventory,47540
Stores and Logistics Coordinator,Purchasing and Inventory,93340
Supply Chain Analyst,Purchasing and Inventory,125700
Supply Chain Coordinator,Purchasing and Inventory,104080
Supply Chain Development Manager,Purchasing and Inventory,176800
Supply Chain Director,Purchasing and Inventory,194600
Supply Chain Manager,Purchasing and Inventory,196800
Supply Planner,Purchasing and Inventory,92900
Warehouse Assistant,Purchasing and Inventory,37740
Warehouse Clerk,Purchasing and Inventory,38060
Warehouse Executive,Purchasing and Inventory,161300
Warehouse Lead,Purchasing and Inventory,108340
Warehouse Manager,Purchasing and Inventory,159400
Warehouse Supervisor,Purchasing and Inventory,113740
Wholesale Buyer,Purchasing and Inventory,139100
Approval Team Manager,Quality Control and Compliance,124400
Assistant Quality Manager,Quality Control and Compliance,113420
Compliance Officer,Quality Control and Compliance,63480
Document Analyst,Quality Control and Compliance,55940
Document Control Officer,Quality Control and Compliance,48160
Document Control Specialist,Quality Control and Compliance,57900
HACCP Coordinator,Quality Control and Compliance,58240
Inspection Supervisor,Quality Control and Compliance,100580
Internal Compliance Officer,Quality Control and Compliance,61680
Product Complaints Associate,Quality Control and Compliance,66180
Product Owner,Quality Control and Compliance,115380
Product Quality Leader,Quality Control and Compliance,120040
QMS Coordinator,Quality Control and Compliance,69060
Quality and Safety Site Leader,Quality Control and Compliance,113840
Quality Assurance Administrator,Quality Control and Compliance,106740
Quality Assurance Analyst,Quality Control and Compliance,125100
Quality Assurance Associate,Quality Control and Compliance,66680
Quality Assurance Auditor,Quality Control and Compliance,94380
Quality Assurance Document Control,Quality Control and Compliance,48300
Quality Assurance Engineer,Quality Control and Compliance,63480
Quality Assurance Executive,Quality Control and Compliance,151800
Quality Assurance Inspector,Quality Control and Compliance,104060
Quality Assurance Manager,Quality Control and Compliance,180300
Quality Assurance Specialist,Quality Control and Compliance,104920
Quality Assurance Supervisor ,Quality Control and Compliance,112660
Quality Assurance Technician,Quality Control and Compliance,63380
Quality Assurance Tester,Quality Control and Compliance,62420
Quality Control Analyst,Quality Control and Compliance,109740
Quality Control and Compliance Officer,Quality Control and Compliance,66440
Quality Control and Quality Assurance Officer,Quality Control and Compliance,69240
Quality Control Auditor,Quality Control and Compliance,94940
Quality Control Chemist,Quality Control and Compliance,112000
Quality Control Coordinator,Quality Control and Compliance,74060
Quality Control Engineer,Quality Control and Compliance,64040
Quality Control Executive,Quality Control and Compliance,159100
Quality Control Manager,Quality Control and Compliance,161300
Quality Control Supervisor,Quality Control and Compliance,115260
Quality Control Technician,Quality Control and Compliance,58440
Quality Data Analyst,Quality Control and Compliance,93220
Quality Director,Quality Control and Compliance,172200
Quality Engineer,Quality Control and Compliance,68060
Quality Executive,Quality Control and Compliance,123400
Quality Improvement Coordinator,Quality Control and Compliance,70260
Quality Management Officer,Quality Control and Compliance,63320
Quality Manager,Quality Control and Compliance,161600
Quality Surveyor,Quality Control and Compliance,98120
Quality Trainer,Quality Control and Compliance,119560
Six Sigma Black Belt,Quality Control and Compliance,130400
Acquisition Associate,Real Estate,80480
Assistant Leasing Manager,Real Estate,112760
Assistant Property Manager,Real Estate,113840
Brokerage,Real Estate,88240
Brokerage Clerk,Real Estate,48820
Commercial Leasing Manager,Real Estate,172200
Commercial Real Estate Manager,Real Estate,180300
Community Development Manager,Real Estate,167100
Compliance Specialist,Real Estate,84040
Development Coordinator,Real Estate,80840
Director of Real Estate,Real Estate,195200
Lease Administrator,Real Estate,109000
Leasing Agent,Real Estate,87940
Leasing Consultant,Real Estate,106980
Leasing Manager,Real Estate,123400
Lettings Assistant,Real Estate,43220
Portfolio Analyst ,Real Estate,152300
Portfolio Manager,Real Estate,204700
Property Acquisition Agent,Real Estate,73800
Property and Claims Specialist,Real Estate,107860
Property Manager,Real Estate,136100
Property Operations Manager,Real Estate,183600
Property Tax Assistant,Real Estate,87000
Real Estate Administrator,Real Estate,96160
Real Estate Agent,Real Estate,88580
Real Estate Analyst,Real Estate,111000
Real Estate Appraiser,Real Estate,89120
Real Estate Appraiser,Real Estate,97640
Real Estate Appraiser,Real Estate,97840
Real Estate Assistant,Real Estate,88620
Real Estate Association Manager,Real Estate,119900
Real Estate Broker,Real Estate,87640
Real Estate General Manager,Real Estate,180500
Real Estate Project Director,Real Estate,161600
Real Estate Project Manager,Real Estate,154700
Real Estate Sales Agent,Real Estate,87940
Real Estate Valuer,Real Estate,96500
Research Analyst,Real Estate,82520
Residential Advisor,Real Estate,108300
Residential Property Manager,Real Estate,119900
Shopping Center Manager,Real Estate,192600
Town Planner,Real Estate,180300
Activities Assistant,Recreation and Sports,48640
Amusement and Recreation Attendant,Recreation and Sports,45580
Aquatic Coordinator,Recreation and Sports,50240
Aquatic Supervisor,Recreation and Sports,83020
Assistant Cinema Manager,Recreation and Sports,59000
Assistant Coach,Recreation and Sports,85020
Athletic Trainer,Recreation and Sports,80020
Exercise Specialist,Recreation and Sports,78480
Fitness Manager,Recreation and Sports,152300
Fitness Trainer,Recreation and Sports,73760
Game Manager,Recreation and Sports,73020
Gaming Supervisor,Recreation and Sports,75980
Golf Cart Attendant,Recreation and Sports,36940
Head Coach,Recreation and Sports,148300
Head Gymnastics Instructor,Recreation and Sports,95600
Party Host,Recreation and Sports,65940
Personal Trainer,Recreation and Sports,79360
Pool Attendant / Lifeguard,Recreation and Sports,51800
Recreation Aide,Recreation and Sports,36020
Recreation Assistant,Recreation and Sports,35340
Recreation Director,Recreation and Sports,164200
Recreation Manager,Recreation and Sports,175900
Ski Instructor ,Recreation and Sports,89800
Sports Manager,Recreation and Sports,172400
Swim Instructor,Recreation and Sports,86460
Account Manager,Sales Retail and Wholesale,119900
Account Officer,Sales Retail and Wholesale,66940
Area Manager,Sales Retail and Wholesale,129000
Area Sales Director,Sales Retail and Wholesale,216800
Area Sales Manager,Sales Retail and Wholesale,164200
Assisstant Store Supervisor,Sales Retail and Wholesale,75260
Assistant Department Manager,Sales Retail and Wholesale,84180
Assistant Retail Store Manager,Sales Retail and Wholesale,92880
Branch Manager,Sales Retail and Wholesale,136200
Branch Supervisor,Sales Retail and Wholesale,107880
Cashier,Sales Retail and Wholesale,40560
Cashier Manager,Sales Retail and Wholesale,89280
Commercial Sales Manager,Sales Retail and Wholesale,172400
Corporate Sales Manager,Sales Retail and Wholesale,151800
Depot Manager,Sales Retail and Wholesale,112180
Depot Supervisor,Sales Retail and Wholesale,111240
Deputy Sales Manager,Sales Retail and Wholesale,116740
Director of Sales,Sales Retail and Wholesale,210500
Distribution Director,Sales Retail and Wholesale,136100
District Leader,Sales Retail and Wholesale,106440
District Manager,Sales Retail and Wholesale,129000
District Sales Manager,Sales Retail and Wholesale,127700
External Sales Account Manager,Sales Retail and Wholesale,120880
Field Sales Representative,Sales Retail and Wholesale,84800
Furniture Sales Associate,Sales Retail and Wholesale,56100
Global Wholesale Manager,Sales Retail and Wholesale,225300
Head Cashier,Sales Retail and Wholesale,83060
Head of Direct Sales,Sales Retail and Wholesale,161300
Head of Retail,Sales Retail and Wholesale,159400
Head Teller,Sales Retail and Wholesale,80540
Inside Sales,Sales Retail and Wholesale,60160
Inside Sales Account Manager,Sales Retail and Wholesale,97760
Inside Sales Engineer,Sales Retail and Wholesale,78160
Inside Sales Executive,Sales Retail and Wholesale,111460
Inside Sales Representative,Sales Retail and Wholesale,70600
Internal Sales Manager,Sales Retail and Wholesale,119700
Inventory Manager,Sales Retail and Wholesale,117860
Key Account Manager,Sales Retail and Wholesale,116740
Medical Device Sales,Sales Retail and Wholesale,93280
Medical Device Sales Representative,Sales Retail and Wholesale,97460
Merchandiser,Sales Retail and Wholesale,77640
National Account Manager,Sales Retail and Wholesale,169000
National Customer Solution Specialist,Sales Retail and Wholesale,138800
National Sales Manager,Sales Retail and Wholesale,222300
Outside Sales Representative,Sales Retail and Wholesale,85460
Parts Salesperson,Sales Retail and Wholesale,68320
Project Development Manager,Sales Retail and Wholesale,136200
Project Manager,Sales Retail and Wholesale,134600
Project Sales Executive,Sales Retail and Wholesale,130400
Purchasing and Sales Executive,Sales Retail and Wholesale,181600
Quotation Engineer,Sales Retail and Wholesale,67360
Regional Sales Director,Sales Retail and Wholesale,212500
Regional Sales Manager,Sales Retail and Wholesale,218900
Relationship Manager,Sales Retail and Wholesale,148300
Retail Merchandiser,Sales Retail and Wholesale,49700
Retail Operations Manager,Sales Retail and Wholesale,120880
Retail Sales Associate,Sales Retail and Wholesale,96560
Retail Sales Representative,Sales Retail and Wholesale,74300
Retail Salesperson,Sales Retail and Wholesale,69260
Retail Store Manager,Sales Retail and Wholesale,129000
Retail Store Sales Person,Sales Retail and Wholesale,69720
Revenue Manager,Sales Retail and Wholesale,119700
Sales Account Manager,Sales Retail and Wholesale,150000
Sales Admin Executive,Sales Retail and Wholesale,157600
Sales Administration Manager,Sales Retail and Wholesale,161300
